idiom_word,idiom_meaning
হাঁসফাঁস করা,অতি কষ্টে নিশ্বাস নেওয়া
হাঁসলি,অর্ধচন্দ্রাকৃতি কণ্ঠাভরণ
হাঁসের দলে বক,গুণীদের মাঝে মূর্খ
হা অন্ন,অন্নের জন্য হাহাকার
হাই-আমলা,বশীভূত রাখার পিণ্ড
হাইকমাণ্ড,সর্বোচ্চ রাজনৈতিক সংস্থা
হাইকোর্ট দেখানো,বোকা বানানোর চেষ্টা
হাই-জ্যাক,ভয় দেখিয়ে ছিনতাই
হাউস সার্জন,হাসপাতালে নির্দিষ্ট সময়ের চিকিৎসক
হাওয়া খাওয়া,মুক্তবায়ু সেবন
হাওয়া দেওয়া,উত্তেজনা বাড়ানো
হাওয়া পাওয়া,উদ্দীপনা পাওয়া
হাওয়া ফেরা,জনমতের পরিবর্তন
হাওয়া বদল,স্বাস্থ্যের জন্য স্থান পরিবর্তন
হাওয়া হওয়া,অদৃশ্য হওয়া
হা কপাল,মন্দভাগ্য
হাকিম নড়ো তো হুকুম নড়ে না,হুকুমের জারি থাকা
হা-ঘরে,আশ্রয়হীন
হাঙর,পরের সম্পত্তি গ্রাসকারী
হাজার কথা,নানা কথা
হাজার হোক,যতই হোক
হাজারি,ইয়োরোপীয় প্রথায় ভোজন
হাজারে বেজার,সবকিছুতে বিরক্তি
হাজারে হাজারে,বহুসংখ্যক
হাজারো,অনেক
হাট করা,বিশৃঙ্খল করা
হাটকানা,বাজারে বিভ্রান্ত ব্যক্তি
হাটে কলা নৈবিদ্যায় নমঃ,কোনোরকমে কাজ শেষ করা
হাটে বাজারে,সর্বত্র
হাটে হাঁড়ি ভাঙা,গোপন কথা প্রকাশ
হাটের দুয়ারে কপাট,অসম্ভব ব্যাপার
হাড্ডাহাড্ডি,সমানে সমানে লড়াই
হাড্ডিসার,অতিশয় শীর্ণ
হাড় কাটে তো মাস কাটে না,ভোঁতা অস্ত্র
হাড় কালি হওয়া,অত্যন্ত কষ্ট ভোগ করা
হাড় কিপটে,অতিশয় কৃপণ
হাড়গিলে,রোগা ও ঢ্যাঙা ব্যক্তি
হাড় গুঁড়ো করা,প্রচণ্ড প্রহার করা
হাড়গোড় ভাঙা,চলনশক্তি রহিত করা
হাড় জিরজিরে,অত্যন্ত কৃশ
হাড় জুড়ানো,স্বস্তি লাভ
হাড় জ্বালানো,অত্যন্ত বিরক্ত করা
হাড়পাকা,পাকামিতে পটু
হাড়পেকের বোঝা,কষ্টকর কাজ
হাড়বজ্জাত,অতি দুষ্ট প্রকৃতির লোক
হাড়ভাঙা,শ্রমসাধ্য
হাড় ভাজা ভাজা হওয়া,অত্যন্ত জ্বালাতনে পড়া
হাড় মাটি করা,কঠোর পরিশ্রম করা
হাড়মাস এক হওয়া,পরিশ্রমে কাতর হওয়া
হাড়মাস আলাদা করা,প্রচণ্ড প্রহার করা
হাড়ে হাড়ে বদমাশ,পুরোপুরি দুষ্ট
হাড়ে হাড়ে টের পাওয়া,মর্মে অনুভব করা
হাড়ে বাতাস লাগা,স্বস্তি পাওয়া
হাড়ে হিম করা ঠাণ্ডা,অতিশয় ঠান্ডা
হাত আসা,অভ্যস্ত হওয়া
হাত ওঠানো,নিরস্ত হওয়া
হাত এড়ানো,অধিকারের বাইরে যাওয়া
হাত কচলানো,দীনভাবে মিনতি করা
হাতকড়া পরা,অপরাধে ধৃত হওয়া
হাত করা,আয়ত্ত করা
হাত কষা,কৃপণ
হাত কাটা,ক্ষমতাচ্যুত করা
হাত কানে রাখা,বিস্ময় প্রকাশ
হাত কামড়ানো,অনুশোচনা করা
হাত কালি করা,কলঙ্কিত করা
হাত কেটে বসা,প্রতিকারের উপায় নষ্ট করা
হাত কোমরে পড়া,দুর্বল হওয়া
হাত খরচ,খুচরা ব্যয়
হাত খালি,রিক্তহস্ত
হাত খোলা,উদার দাতা
হাত গুটানো,নিরস্ত হওয়া
হাত গোনা,হস্তরেখা দেখা
হাত চলা,প্রহার করা
হাত চালানো,দ্রুত কাজ শেষ করা
হাত চিঠা,ক্ষুদ্র চিঠি
হাত চুলকানো,ব্যগ্রতা প্রকাশ
হাতছাড়া,অধিকারচ্যুত
